"","pathway","description","genes_in_pathway","matches","%_match","pValue","adj.pValue","overlap"
"aberrant protein localization to trailing edge","aberrant protein localization to trailing edge","""aberrant protein localization to trailing edge""","1","0","0","1","1",""
"aberrant protein localization","aberrant protein localization","""aberrant protein localization""","13","0","0","1","1",""
"aberrant protein modification","aberrant protein modification","""aberrant protein modification""","6","0","0","1","1",""
"aberrant protein phosphorylation","aberrant protein phosphorylation","""aberrant protein phosphorylation""","2","0","0","1","1",""
"aberrant protein secretion","aberrant protein secretion","""aberrant protein secretion""","1","0","0","1","1",""
"aberrant protein tyrosine phosphorylation","aberrant protein tyrosine phosphorylation","""aberrant protein tyrosine phosphorylation""","1","0","0","1","1",""
"aberrant pseudopodium formation","aberrant pseudopodium formation","""aberrant pseudopodium formation""","14","0","0","1","1",""
"aberrant regulation of catalytic activity","aberrant regulation of catalytic activity","""aberrant regulation of catalytic activity""","1","0","0","1","1",""
"aberrant regulation of fruiting body formation","aberrant regulation of fruiting body formation","""aberrant regulation of fruiting body formation""","1","0","0","1","1",""
"aberrant regulation of intracellular pH","aberrant regulation of intracellular pH","""aberrant regulation of intracellular pH""","1","0","0","1","1",""
"aberrant regulation of mitochondrial membrane potential","aberrant regulation of mitochondrial membrane potential","""aberrant regulation of mitochondrial membrane potential""","1","0","0","1","1",""
"aberrant regulation of protein kinase activity","aberrant regulation of protein kinase activity","""aberrant regulation of protein kinase activity""","8","0","0","1","1",""
"aberrant regulation of protein modification","aberrant regulation of protein modification","""aberrant regulation of protein modification""","1","0","0","1","1",""
"aberrant response to UV","aberrant response to UV","""aberrant response to UV""","4","0","0","1","1",""
"aberrant response to abiotic stimulus","aberrant response to abiotic stimulus","""aberrant response to abiotic stimulus""","4","0","0","1","1",""
"aberrant response to biotic stimulus","aberrant response to biotic stimulus","""aberrant response to biotic stimulus""","1","0","0","1","1",""
"aberrant response to bleomycin","aberrant response to bleomycin","""aberrant response to bleomycin""","1","0","0","1","1",""
"aberrant response to cation stress","aberrant response to cation stress","""aberrant response to cation stress""","3","0","0","1","1",""
"aberrant response to chemical","aberrant response to chemical","""aberrant response to chemical""","4","0","0","1","1",""
"aberrant response to cisplatin","aberrant response to cisplatin","""aberrant response to cisplatin""","0","0","NaN","1","1",""
"aberrant response to lithium","aberrant response to lithium","""aberrant response to lithium""","2","0","0","1","1",""
"aberrant response to nutrient","aberrant response to nutrient","""aberrant response to nutrient""","2","0","0","1","1",""
"aberrant response to oxidative stress","aberrant response to oxidative stress","""aberrant response to oxidative stress""","7","0","0","1","1",""
"aberrant response to stimulus","aberrant response to stimulus","""aberrant response to stimulus""","1","0","0","1","1",""
"aberrant secretion","aberrant secretion","""aberrant secretion""","1","0","0","1","1",""
"aberrant signal transduction","aberrant signal transduction","""aberrant signal transduction""","7","0","0","1","1",""
"aberrant slug development","aberrant slug development","""aberrant slug development""","11","0","0","1","1",""
"aberrant socially cooperative development","aberrant socially cooperative development","""aberrant socially cooperative development""","3","0","0","1","1",""
"aberrant sorocarp development","aberrant sorocarp development","""aberrant sorocarp development""","52","1","1.92","0.297160774462686","1","8621802"
"aberrant sorus color","aberrant sorus color","""aberrant sorus color""","9","0","0","1","1",""
"aberrant sorus morphology","aberrant sorus morphology","""aberrant sorus morphology""","7","0","0","1","1",""
"aberrant spore coat morphology","aberrant spore coat morphology","""aberrant spore coat morphology""","12","0","0","1","1",""
"aberrant spore germination","aberrant spore germination","""aberrant spore germination""","3","0","0","1","1",""
"aberrant sporulation","aberrant sporulation","""aberrant sporulation""","7","0","0","1","1",""
"aberrant stalk cell differentiation","aberrant stalk cell differentiation","""aberrant stalk cell differentiation""","3","0","0","1","1",""
"aberrant stalk development","aberrant stalk development","""aberrant stalk development""","5","0","0","1","1",""
"aberrant stalk morphogenesis","aberrant stalk morphogenesis","""aberrant stalk morphogenesis""","10","0","0","1","1",""
"aberrant standing slug morphology","aberrant standing slug morphology","""aberrant standing slug morphology""","3","0","0","1","1",""
"aberrant substrate adhesion-dependent cell spreading","aberrant substrate adhesion-dependent cell spreading","""aberrant substrate adhesion-dependent cell spreading""","0","0","NaN","1","1",""
"aberrant taxis","aberrant taxis","""aberrant taxis""","4","0","0","1","1",""
"aberrant thermotaxis","aberrant thermotaxis","""aberrant thermotaxis""","5","0","0","1","1",""
"aberrant transport","aberrant transport","""aberrant transport""","1","0","0","1","1",""
"aberrant upper cup formation","aberrant upper cup formation","""aberrant upper cup formation""","1","0","0","1","1",""
"aberrant vacuole organization","aberrant vacuole organization","""aberrant vacuole organization""","7","0","0","1","1",""
"aberrant vegetative growth","aberrant vegetative growth","""aberrant vegetative growth""","46","1","2.17","0.2678682842615","1","8628596"
"abolished 3' 5'-cyclic-AMP phosphodiesterase activity","abolished 3' 5'-cyclic-AMP phosphodiesterase activity","""abolished 3' 5'-cyclic-AMP phosphodiesterase activity""","1","0","0","1","1",""
"abolished C-terminal protein methylation","abolished C-terminal protein methylation","""abolished C-terminal protein methylation""","1","0","0","1","1",""
"abolished DIF-1 biosynthesis","abolished DIF-1 biosynthesis","""abolished DIF-1 biosynthesis""","3","0","0","1","1",""
"abolished MPBD level","abolished MPBD level","""abolished MPBD level""","1","0","0","1","1",""
"abolished actin filament depolymerization","abolished actin filament depolymerization","""abolished actin filament depolymerization""","1","0","0","1","1",""
"abolished actin filament polymerization","abolished actin filament polymerization","""abolished actin filament polymerization""","5","0","0","1","1",""
"abolished activation of GTPase activity","abolished activation of GTPase activity","""abolished activation of GTPase activity""","7","0","0","1","1",""
"abolished activation of adenylate cyclase activity","abolished activation of adenylate cyclase activity","""abolished activation of adenylate cyclase activity""","8","0","0","1","1",""
"abolished adenylate cyclase activity","abolished adenylate cyclase activity","""abolished adenylate cyclase activity""","3","0","0","1","1",""
"abolished autophagic cell death","abolished autophagic cell death","""abolished autophagic cell death""","5","0","0","1","1",""
"abolished autophagosome organization","abolished autophagosome organization","""abolished autophagosome organization""","6","0","0","1","1",""
"abolished basal disc formation","abolished basal disc formation","""abolished basal disc formation""","1","0","0","1","1",""
"abolished bleb assembly","abolished bleb assembly","""abolished bleb assembly""","2","0","0","1","1",""
"abolished cAMP binding","abolished cAMP binding","""abolished cAMP binding""","1","0","0","1","1",""
"abolished cGMP-mediated signaling","abolished cGMP-mediated signaling","""abolished cGMP-mediated signaling""","1","0","0","1","1",""
"abolished calcium-independent cell-cell adhesion","abolished calcium-independent cell-cell adhesion","""abolished calcium-independent cell-cell adhesion""","1","0","0","1","1",""
"abolished catalase activity","abolished catalase activity","""abolished catalase activity""","1","0","0","1","1",""
"abolished cell migration to prestalk region","abolished cell migration to prestalk region","""abolished cell migration to prestalk region""","7","0","0","1","1",""
"abolished cell motility in response to calcium ion","abolished cell motility in response to calcium ion","""abolished cell motility in response to calcium ion""","1","0","0","1","1",""
"abolished cell motility","abolished cell motility","""abolished cell motility""","5","0","0","1","1",""
"abolished cell-cell self recognition","abolished cell-cell self recognition","""abolished cell-cell self recognition""","1","0","0","1","1",""
"abolished cell-substrate adhesion","abolished cell-substrate adhesion","""abolished cell-substrate adhesion""","2","0","0","1","1",""
"abolished cellulose binding","abolished cellulose binding","""abolished cellulose binding""","2","0","0","1","1",""
"abolished cellulose biosynthesis","abolished cellulose biosynthesis","""abolished cellulose biosynthesis""","5","0","0","1","1",""
"abolished chemorepellant activity","abolished chemorepellant activity","""abolished chemorepellant activity""","1","0","0","1","1",""
"abolished chemotaxis to cAMP","abolished chemotaxis to cAMP","""abolished chemotaxis to cAMP""","16","0","0","1","1",""
"abolished chemotaxis to folate","abolished chemotaxis to folate","""abolished chemotaxis to folate""","4","0","0","1","1",""
"abolished contractile vacuole discharge","abolished contractile vacuole discharge","""abolished contractile vacuole discharge""","1","0","0","1","1",""
"abolished contractile vacuole dissociation from plasma membrane","abolished contractile vacuole dissociation from plasma membrane","""abolished contractile vacuole dissociation from plasma membrane""","1","0","0","1","1",""
"abolished cytokinesis","abolished cytokinesis","""abolished cytokinesis""","9","0","0","1","1",""
"abolished defense response to Gram-negative  bacterium","abolished defense response to Gram-negative  bacterium","""abolished defense response to Gram-negative  bacterium""","1","0","0","1","1",""
"abolished defense response to bacterium","abolished defense response to bacterium","""abolished defense response to bacterium""","2","0","0","1","1",""
"abolished development of tipped mound","abolished development of tipped mound","""abolished development of tipped mound""","2","0","0","1","1",""
"abolished endocytic recycling","abolished endocytic recycling","""abolished endocytic recycling""","1","0","0","1","1",""
"abolished epithelium-like organization","abolished epithelium-like organization","""abolished epithelium-like organization""","0","0","NaN","1","1",""
"abolished establishment of cell polarity","abolished establishment of cell polarity","""abolished establishment of cell polarity""","11","0","0","1","1",""
"abolished exocytosis","abolished exocytosis","""abolished exocytosis""","0","0","NaN","1","1",""
"abolished filopodium formation","abolished filopodium formation","""abolished filopodium formation""","3","0","0","1","1",""
"abolished guanyl-nucleotide exchange factor activity","abolished guanyl-nucleotide exchange factor activity","""abolished guanyl-nucleotide exchange factor activity""","1","0","0","1","1",""
"abolished guanylyl cyclase activity","abolished guanylyl cyclase activity","""abolished guanylyl cyclase activity""","1","0","0","1","1",""
"abolished histone H3-K4 methylation","abolished histone H3-K4 methylation","""abolished histone H3-K4 methylation""","1","0","0","1","1",""
"abolished histone H3-K79 methylation","abolished histone H3-K79 methylation","""abolished histone H3-K79 methylation""","1","0","0","1","1",""
"abolished hypotonic response","abolished hypotonic response","""abolished hypotonic response""","3","0","0","1","1",""
"abolished lipid droplet formation","abolished lipid droplet formation","""abolished lipid droplet formation""","1","0","0","1","1",""
"abolished lower cup formation","abolished lower cup formation","""abolished lower cup formation""","1","0","0","1","1",""
"abolished macroautophagy","abolished macroautophagy","""abolished macroautophagy""","1","0","0","1","1",""
"abolished macropinocytosis","abolished macropinocytosis","""abolished macropinocytosis""","2","0","0","1","1",""
"abolished mating type determination","abolished mating type determination","""abolished mating type determination""","0","0","NaN","1","1",""
"abolished negative chemotaxis","abolished negative chemotaxis","""abolished negative chemotaxis""","2","0","0","1","1",""
"abolished negative regulation of vegetative growth","abolished negative regulation of vegetative growth","""abolished negative regulation of vegetative growth""","4","0","0","1","1",""
"abolished oscillatory cAMP signaling","abolished oscillatory cAMP signaling","""abolished oscillatory cAMP signaling""","12","0","0","1","1",""
"abolished outer basal disc formation","abolished outer basal disc formation","""abolished outer basal disc formation""","2","0","0","1","1",""
"abolished peptidyl-proline hydroxylation","abolished peptidyl-proline hydroxylation","""abolished peptidyl-proline hydroxylation""","1","0","0","1","1",""
"abolished phagosome acidification","abolished phagosome acidification","""abolished phagosome acidification""","1","0","0","1","1",""
"abolished phagosome reneutralization","abolished phagosome reneutralization","""abolished phagosome reneutralization""","0","0","NaN","1","1",""
"abolished phosphatidylinositol binding","abolished phosphatidylinositol binding","""abolished phosphatidylinositol binding""","1","0","0","1","1",""
"abolished phosphatidylinositol-4 5-bisphosphate binding","abolished phosphatidylinositol-4 5-bisphosphate binding","""abolished phosphatidylinositol-4 5-bisphosphate binding""","1","0","0","1","1",""
"abolished phototaxis","abolished phototaxis","""abolished phototaxis""","5","0","0","1","1",""
"abolished pinocytosis","abolished pinocytosis","""abolished pinocytosis""","2","0","0","1","1",""
"abolished polyketide metabolic process","abolished polyketide metabolic process","""abolished polyketide metabolic process""","2","0","0","1","1",""
"abolished positive chemotaxis","abolished positive chemotaxis","""abolished positive chemotaxis""","4","0","0","1","1",""
"abolished post-transciptional gene silencing by RNA","abolished post-transciptional gene silencing by RNA","""abolished post-transciptional gene silencing by RNA""","1","0","0","1","1",""
"abolished pre-miRNA processing","abolished pre-miRNA processing","""abolished pre-miRNA processing""","1","0","0","1","1",""
"abolished prespore cell differentiation","abolished prespore cell differentiation","""abolished prespore cell differentiation""","3","0","0","1","1",""
"abolished prespore cell division","abolished prespore cell division","""abolished prespore cell division""","1","0","0","1","1",""
"abolished prespore gene expression","abolished prespore gene expression","""abolished prespore gene expression""","4","0","0","1","1",""
"abolished prestalk B cell differentiation","abolished prestalk B cell differentiation","""abolished prestalk B cell differentiation""","1","0","0","1","1",""
"abolished prestalk O cell differentiation","abolished prestalk O cell differentiation","""abolished prestalk O cell differentiation""","1","0","0","1","1",""
"abolished prestalk cell differentiation","abolished prestalk cell differentiation","""abolished prestalk cell differentiation""","2","0","0","1","1",""
"abolished prestalk gene expression","abolished prestalk gene expression","""abolished prestalk gene expression""","2","0","0","1","1",""
"abolished production of siRNA involved in RNA interference","abolished production of siRNA involved in RNA interference","""abolished production of siRNA involved in RNA interference""","1","0","0","1","1",""
"abolished protein kinase activation","abolished protein kinase activation","""abolished protein kinase activation""","6","0","0","1","1",""
"abolished protein level","abolished protein level","""abolished protein level""","2","0","0","1","1",""
"abolished protein localization to actin wave","abolished protein localization to actin wave","""abolished protein localization to actin wave""","1","0","0","1","1",""
"abolished protein localization to apical plasma membrane","abolished protein localization to apical plasma membrane","""abolished protein localization to apical plasma membrane""","1","0","0","1","1",""
"abolished protein localization to autophagosome","abolished protein localization to autophagosome","""abolished protein localization to autophagosome""","2","0","0","1","1",""
"abolished protein localization to cell periphery","abolished protein localization to cell periphery","""abolished protein localization to cell periphery""","1","0","0","1","1",""
"abolished protein localization to cell surface","abolished protein localization to cell surface","""abolished protein localization to cell surface""","1","0","0","1","1",""
"abolished protein localization to cell-cell contact zone","abolished protein localization to cell-cell contact zone","""abolished protein localization to cell-cell contact zone""","1","0","0","1","1",""
"abolished protein localization to centrosome","abolished protein localization to centrosome","""abolished protein localization to centrosome""","1","0","0","1","1",""
"abolished protein localization to clathrin-coated pit","abolished protein localization to clathrin-coated pit","""abolished protein localization to clathrin-coated pit""","1","0","0","1","1",""
"abolished protein localization to cleavage furrow","abolished protein localization to cleavage furrow","""abolished protein localization to cleavage furrow""","6","0","0","1","1",""
"abolished protein localization to contractile vacuole","abolished protein localization to contractile vacuole","""abolished protein localization to contractile vacuole""","1","0","0","1","1",""
"abolished protein localization to cytoplasm","abolished protein localization to cytoplasm","""abolished protein localization to cytoplasm""","1","0","0","1","1",""
"abolished protein localization to cytoplasmic vesicle","abolished protein localization to cytoplasmic vesicle","""abolished protein localization to cytoplasmic vesicle""","0","0","NaN","1","1",""
"abolished protein localization to endolysosome","abolished protein localization to endolysosome","""abolished protein localization to endolysosome""","1","0","0","1","1",""
"abolished protein localization to leading edge","abolished protein localization to leading edge","""abolished protein localization to leading edge""","2","0","0","1","1",""
"abolished protein localization to macropinosome","abolished protein localization to macropinosome","""abolished protein localization to macropinosome""","0","0","NaN","1","1",""
"abolished protein localization to microtubule organizing center","abolished protein localization to microtubule organizing center","""abolished protein localization to microtubule organizing center""","2","0","0","1","1",""
"abolished protein localization to microtubules","abolished protein localization to microtubules","""abolished protein localization to microtubules""","1","0","0","1","1",""
"abolished protein localization to mitotic spindle midzone","abolished protein localization to mitotic spindle midzone","""abolished protein localization to mitotic spindle midzone""","1","0","0","1","1",""
"abolished protein localization to mitotic spindle","abolished protein localization to mitotic spindle","""abolished protein localization to mitotic spindle""","1","0","0","1","1",""
"abolished protein localization to nuclear envelope","abolished protein localization to nuclear envelope","""abolished protein localization to nuclear envelope""","1","0","0","1","1",""
"abolished protein localization to nucleus","abolished protein localization to nucleus","""abolished protein localization to nucleus""","9","0","0","1","1",""
"abolished protein localization to phagocytic vesicle","abolished protein localization to phagocytic vesicle","""abolished protein localization to phagocytic vesicle""","1","0","0","1","1",""
"abolished protein localization to plasma membrane","abolished protein localization to plasma membrane","""abolished protein localization to plasma membrane""","11","0","0","1","1",""
"abolished protein localization to pseudopodium","abolished protein localization to pseudopodium","""abolished protein localization to pseudopodium""","3","0","0","1","1",""
"abolished protein localization to trailing edge","abolished protein localization to trailing edge","""abolished protein localization to trailing edge""","3","0","0","1","1",""
"abolished protein localization","abolished protein localization","""abolished protein localization""","1","0","0","1","1",""
"abolished protein modification","abolished protein modification","""abolished protein modification""","1","0","0","1","1",""
"abolished protein phosphorylation","abolished protein phosphorylation","""abolished protein phosphorylation""","11","0","0","1","1",""
"abolished protein secretion","abolished protein secretion","""abolished protein secretion""","1","0","0","1","1",""
"abolished protein tyrosine phosphorylation","abolished protein tyrosine phosphorylation","""abolished protein tyrosine phosphorylation""","2","0","0","1","1",""
"abolished response to DIF-1","abolished response to DIF-1","""abolished response to DIF-1""","3","0","0","1","1",""
"abolished response to biotic stimulus","abolished response to biotic stimulus","""abolished response to biotic stimulus""","2","0","0","1","1",""
"abolished response to cAMP","abolished response to cAMP","""abolished response to cAMP""","1","0","0","1","1",""
"abolished slug development","abolished slug development","""abolished slug development""","2","0","0","1","1",""
"abolished slug migration","abolished slug migration","""abolished slug migration""","43","1","2.33","0.252777969184136","1","8628596"
"abolished small molecule binding","abolished small molecule binding","""abolished small molecule binding""","1","0","0","1","1",""
"abolished spore cell differentiation","abolished spore cell differentiation","""abolished spore cell differentiation""","5","0","0","1","1",""
"abolished sporulation","abolished sporulation","""abolished sporulation""","31","1","3.23","0.189318187904067","1","8622682"
"abolished stalk cell differentiation","abolished stalk cell differentiation","""abolished stalk cell differentiation""","8","0","0","1","1",""
"abolished stalk development","abolished stalk development","""abolished stalk development""","2","0","0","1","1",""
"abolished stream development","abolished stream development","""abolished stream development""","33","1","3.03","0.200248883341493","1","8625542"
"abolished transitive RNA interference","abolished transitive RNA interference","""abolished transitive RNA interference""","5","0","0","1","1",""
"abolished translation","abolished translation","""abolished translation""","1","0","0","1","1",""
"abolished uracil biosynthetic process","abolished uracil biosynthetic process","""abolished uracil biosynthetic process""","1","0","0","1","1",""
"decreased 3' 5'-cyclic-AMP phosphodiesterase activity","decreased 3' 5'-cyclic-AMP phosphodiesterase activity","""decreased 3' 5'-cyclic-AMP phosphodiesterase activity""","3","0","0","1","1",""
"decreased 3' 5'-cyclic-GMP phosphodiesterase activity","decreased 3' 5'-cyclic-GMP phosphodiesterase activity","""decreased 3' 5'-cyclic-GMP phosphodiesterase activity""","1","0","0","1","1",""
"decreased ATP level","decreased ATP level","""decreased ATP level""","5","0","0","1","1",""
"decreased DNA methylation on cytosine","decreased DNA methylation on cytosine","""decreased DNA methylation on cytosine""","1","0","0","1","1",""
"decreased actin filament bundle assembly","decreased actin filament bundle assembly","""decreased actin filament bundle assembly""","1","0","0","1","1",""
"decreased actin filament polymerization at leading edge","decreased actin filament polymerization at leading edge","""decreased actin filament polymerization at leading edge""","4","0","0","1","1",""
"decreased actin filament polymerization","decreased actin filament polymerization","""decreased actin filament polymerization""","33","0","0","1","1",""
"decreased actin filament sliding","decreased actin filament sliding","""decreased actin filament sliding""","1","0","0","1","1",""
"decreased actin nucleation","decreased actin nucleation","""decreased actin nucleation""","1","0","0","1","1",""
"decreased actin phosphorylation","decreased actin phosphorylation","""decreased actin phosphorylation""","1","0","0","1","1",""
"decreased activation of GTPase activity","decreased activation of GTPase activity","""decreased activation of GTPase activity""","9","0","0","1","1",""
"decreased activation of adenylate cyclase activity","decreased activation of adenylate cyclase activity","""decreased activation of adenylate cyclase activity""","6","0","0","1","1",""
"decreased adenylate cyclase activity","decreased adenylate cyclase activity","""decreased adenylate cyclase activity""","2","0","0","1","1",""
"decreased ammonia level","decreased ammonia level","""decreased ammonia level""","3","0","0","1","1",""
"decreased autophagic cell death","decreased autophagic cell death","""decreased autophagic cell death""","2","0","0","1","1",""
"decreased autophagic vacuole organization","decreased autophagic vacuole organization","""decreased autophagic vacuole organization""","3","0","0","1","1",""
"decreased autophagy","decreased autophagy","""decreased autophagy""","4","0","0","1","1",""
"decreased cAMP binding","decreased cAMP binding","""decreased cAMP binding""","2","0","0","1","1",""
"decreased cAMP level","decreased cAMP level","""decreased cAMP level""","14","0","0","1","1",""
"decreased cGMP biosynthesis","decreased cGMP biosynthesis","""decreased cGMP biosynthesis""","4","0","0","1","1",""
"decreased calcium ion import","decreased calcium ion import","""decreased calcium ion import""","3","0","0","1","1",""
"decreased calcium-dependent cell-cell adhesion","decreased calcium-dependent cell-cell adhesion","""decreased calcium-dependent cell-cell adhesion""","1","0","0","1","1",""
"decreased calcium-independent cell-cell adhesion","decreased calcium-independent cell-cell adhesion","""decreased calcium-independent cell-cell adhesion""","1","0","0","1","1",""
"decreased catalase activity","decreased catalase activity","""decreased catalase activity""","1","0","0","1","1",""
"decreased cell death","decreased cell death","""decreased cell death""","1","0","0","1","1",""
"decreased cell fate determination","decreased cell fate determination","""decreased cell fate determination""","1","0","0","1","1",""
"decreased cell migration to prestalk region","decreased cell migration to prestalk region","""decreased cell migration to prestalk region""","6","0","0","1","1",""
"decreased cell-substrate adhesion","decreased cell-substrate adhesion","""decreased cell-substrate adhesion""","29","1","3.45","0.178241536536085","1","8622318"
"decreased cellular localization","decreased cellular localization","""decreased cellular localization""","1","0","0","1","1",""
"decreased cellular thermotolerance","decreased cellular thermotolerance","""decreased cellular thermotolerance""","0","0","NaN","1","1",""
"decreased chemotaxis rate","decreased chemotaxis rate","""decreased chemotaxis rate""","36","1","2.78","0.216375363183716","1","8615885"
"decreased chemotaxis to folate","decreased chemotaxis to folate","""decreased chemotaxis to folate""","14","0","0","1","1",""
"decreased contractile vacuole discharge","decreased contractile vacuole discharge","""decreased contractile vacuole discharge""","2","0","0","1","1",""
"decreased contractile vacuole size","decreased contractile vacuole size","""decreased contractile vacuole size""","4","0","0","1","1",""
"decreased culmination","decreased culmination","""decreased culmination""","10","0","0","1","1",""
"decreased cytochrome C oxidase activity","decreased cytochrome C oxidase activity","""decreased cytochrome C oxidase activity""","0","0","NaN","1","1",""
"decreased defense response to bacterium","decreased defense response to bacterium","""decreased defense response to bacterium""","4","0","0","1","1",""
"decreased defense response to fungus","decreased defense response to fungus","""decreased defense response to fungus""","1","0","0","1","1",""
"decreased double-strand break repair via homologous recombination","decreased double-strand break repair via homologous recombination","""decreased double-strand break repair via homologous recombination""","1","0","0","1","1",""
"decreased double-strand break repair via nonhomologous end joining","decreased double-strand break repair via nonhomologous end joining","""decreased double-strand break repair via nonhomologous end joining""","4","0","0","1","1",""
"decreased double-strand break repair","decreased double-strand break repair","""decreased double-strand break repair""","1","0","0","1","1",""
"decreased endosomal vesicle fusion","decreased endosomal vesicle fusion","""decreased endosomal vesicle fusion""","1","0","0","1","1",""
"decreased engulfment during phagocytosis","decreased engulfment during phagocytosis","""decreased engulfment during phagocytosis""","3","0","0","1","1",""
"decreased epithelium-like organization","decreased epithelium-like organization","""decreased epithelium-like organization""","0","0","NaN","1","1",""
"decreased establishment of cell polarity","decreased establishment of cell polarity","""decreased establishment of cell polarity""","33","0","0","1","1",""
"decreased fatty acid level","decreased fatty acid level","""decreased fatty acid level""","2","0","0","1","1",""
"decreased filopodium formation","decreased filopodium formation","""decreased filopodium formation""","8","0","0","1","1",""
"decreased folic acid binding","decreased folic acid binding","""decreased folic acid binding""","0","0","NaN","1","1",""
"decreased fruiting body size","decreased fruiting body size","""decreased fruiting body size""","77","1","1.3","0.407361466324306","1","8626211"
"decreased guanyl-nucleotide exchange factor activity","decreased guanyl-nucleotide exchange factor activity","""decreased guanyl-nucleotide exchange factor activity""","1","0","0","1","1",""
"decreased histone deacetylase activity","decreased histone deacetylase activity","""decreased histone deacetylase activity""","0","0","NaN","1","1",""
"decreased hypotonic response","decreased hypotonic response","""decreased hypotonic response""","5","0","0","1","1",""
"decreased intracellular pH","decreased intracellular pH","""decreased intracellular pH""","1","0","0","1","1",""
"decreased lateral pseudopodium formation","decreased lateral pseudopodium formation","""decreased lateral pseudopodium formation""","3","0","0","1","1",""
"decreased lipid binding","decreased lipid binding","""decreased lipid binding""","1","0","0","1","1",""
"decreased lipid droplet formation","decreased lipid droplet formation","""decreased lipid droplet formation""","1","0","0","1","1",""
"decreased lower cup size","decreased lower cup size","""decreased lower cup size""","1","0","0","1","1",""
"decreased lysosomal protein degradation","decreased lysosomal protein degradation","""decreased lysosomal protein degradation""","4","0","0","1","1",""
"decreased lysosome size","decreased lysosome size","""decreased lysosome size""","0","0","NaN","1","1",""
"decreased macroautophagy","decreased macroautophagy","""decreased macroautophagy""","0","0","NaN","1","1",""
"decreased macrocyst size","decreased macrocyst size","""decreased macrocyst size""","1","0","0","1","1",""
"decreased microtubule nucleation","decreased microtubule nucleation","""decreased microtubule nucleation""","1","0","0","1","1",""
"decreased migratory slug size","decreased migratory slug size","""decreased migratory slug size""","4","0","0","1","1",""
"decreased mitochondrial fusion","decreased mitochondrial fusion","""decreased mitochondrial fusion""","2","0","0","1","1",""
"decreased myo-inositol level","decreased myo-inositol level","""decreased myo-inositol level""","1","0","0","1","1",""
"decreased myosin II assembly","decreased myosin II assembly","""decreased myosin II assembly""","17","0","0","1","1",""
"decreased number of astral microtubules","decreased number of astral microtubules","""decreased number of astral microtubules""","0","0","NaN","1","1",""
"decreased number of autophagosomes","decreased number of autophagosomes","""decreased number of autophagosomes""","2","0","0","1","1",""
"decreased number of mitochondria","decreased number of mitochondria","""decreased number of mitochondria""","3","0","0","1","1",""
"decreased number of mounds","decreased number of mounds","""decreased number of mounds""","3","0","0","1","1",""
"decreased number of post-lysosomal vacuoles","decreased number of post-lysosomal vacuoles","""decreased number of post-lysosomal vacuoles""","1","0","0","1","1",""
"decreased number of vacuoles","decreased number of vacuoles","""decreased number of vacuoles""","1","0","0","1","1",""
"decreased oscillatory cAMP signaling","decreased oscillatory cAMP signaling","""decreased oscillatory cAMP signaling""","7","0","0","1","1",""
"decreased outer basal disc size","decreased outer basal disc size","""decreased outer basal disc size""","1","0","0","1","1",""
"decreased peptidyl-proline hydroxylation","decreased peptidyl-proline hydroxylation","""decreased peptidyl-proline hydroxylation""","1","0","0","1","1",""
"decreased phagolysosome formation","decreased phagolysosome formation","""decreased phagolysosome formation""","1","0","0","1","1",""
"decreased phagolysosome size","decreased phagolysosome size","""decreased phagolysosome size""","2","0","0","1","1",""
"decreased phosphatidylinositol biosynthesis","decreased phosphatidylinositol biosynthesis","""decreased phosphatidylinositol biosynthesis""","1","0","0","1","1",""
"decreased pinocytosis","decreased pinocytosis","""decreased pinocytosis""","34","1","2.94","0.20566008573008","1","8623694"
"decreased pinosome size","decreased pinosome size","""decreased pinosome size""","1","0","0","1","1",""
"decreased plasma membrane organization","decreased plasma membrane organization","""decreased plasma membrane organization""","0","0","NaN","1","1",""
"decreased positive regulation of GTPase activity","decreased positive regulation of GTPase activity","""decreased positive regulation of GTPase activity""","8","0","0","1","1",""
"decreased post-lysosomal vacuole size","decreased post-lysosomal vacuole size","""decreased post-lysosomal vacuole size""","1","0","0","1","1",""
"decreased prespore cell differentiation","decreased prespore cell differentiation","""decreased prespore cell differentiation""","16","0","0","1","1",""
"decreased prespore gene expression","decreased prespore gene expression","""decreased prespore gene expression""","17","0","0","1","1",""
"decreased prestalk A cell differentiation","decreased prestalk A cell differentiation","""decreased prestalk A cell differentiation""","2","0","0","1","1",""
"decreased prestalk B cell differentiation","decreased prestalk B cell differentiation","""decreased prestalk B cell differentiation""","1","0","0","1","1",""
"decreased prestalk O cell differentiation","decreased prestalk O cell differentiation","""decreased prestalk O cell differentiation""","4","0","0","1","1",""
"decreased prestalk cell differentiation","decreased prestalk cell differentiation","""decreased prestalk cell differentiation""","6","0","0","1","1",""
"decreased protein binding","decreased protein binding","""decreased protein binding""","3","0","0","1","1",""
"decreased protein kinase activation","decreased protein kinase activation","""decreased protein kinase activation""","20","0","0","1","1",""
"decreased protein kinase activity","decreased protein kinase activity","""decreased protein kinase activity""","3","0","0","1","1",""
"decreased protein localization to autophagosome","decreased protein localization to autophagosome","""decreased protein localization to autophagosome""","1","0","0","1","1",""
"decreased protein localization to cell cortex","decreased protein localization to cell cortex","""decreased protein localization to cell cortex""","7","0","0","1","1",""
"decreased protein localization to cell surface","decreased protein localization to cell surface","""decreased protein localization to cell surface""","2","0","0","1","1",""
